Scheme,Price,Date
Balanced Fund,0.8073,2008-11-29
Balanced Fund,0.8073,2008-11-30
Balanced Fund,0.7867,2008-12-01
Balanced Fund,0.7826,2008-12-02
Balanced Fund,0.7951,2008-12-03
Balanced Fund,0.8012,2008-12-04
Balanced Fund,0.7926,2008-12-05
Balanced Fund,0.7926,2008-12-06
Balanced Fund,0.7926,2008-12-07
Balanced Fund,0.8161,2008-12-08
Balanced Fund,0.8149,2008-12-09
Balanced Fund,0.8105,2008-12-10
Balanced Fund,0.8184,2008-12-11
Balanced Fund,0.8184,2008-12-12
Balanced Fund,0.8184,2008-12-13
Balanced Fund,0.8184,2008-12-14
Balanced Fund,0.8075,2008-12-15
Balanced Fund,0.8017,2008-12-16
Balanced Fund,0.8131,2008-12-17
Balanced Fund,0.8111,2008-12-18
Balanced Fund,0.8032,2008-12-19
Balanced Fund,0.8032,2008-12-20
Balanced Fund,0.8032,2008-12-21
Balanced Fund,0.8098,2008-12-22
Balanced Fund,0.8063,2008-12-23
Balanced Fund,0.8065,2008-12-24
Balanced Fund,0.8065,2008-12-25
Balanced Fund,0.8065,2008-12-26
Balanced Fund,0.8065,2008-12-27
Balanced Fund,0.8065,2008-12-28
Balanced Fund,0.8078,2008-12-29
Balanced Fund,0.8094,2008-12-30
Balanced Fund,0.8193,2008-12-31
Balanced Fund,0.8193,2009-01-01
Balanced Fund,0.8193,2009-01-02
Balanced Fund,0.8193,2009-01-03
Balanced Fund,0.8193,2009-01-04
Balanced Fund,0.8282,2009-01-05
Balanced Fund,0.827,2009-01-06
Balanced Fund,0.83,2009-01-07
Balanced Fund,0.8212,2009-01-08
Balanced Fund,0.8211,2009-01-09
Balanced Fund,0.8211,2009-01-10
Balanced Fund,0.8211,2009-01-11
Balanced Fund,0.8141,2009-01-12
Balanced Fund,0.8156,2009-01-13
Balanced Fund,0.8115,2009-01-14
Balanced Fund,0.8083,2009-01-15
Balanced Fund,0.8089,2009-01-16
Balanced Fund,0.8089,2009-01-17
Balanced Fund,0.8089,2009-01-18
Balanced Fund,0.8099,2009-01-19
Balanced Fund,0.795,2009-01-20
Balanced Fund,0.7936,2009-01-21
Balanced Fund,0.8069,2009-01-22
Balanced Fund,0.7963,2009-01-23
Balanced Fund,0.7963,2009-01-24
Balanced Fund,0.7963,2009-01-25
Balanced Fund,0.797,2009-01-26
Balanced Fund,0.8039,2009-01-27
Balanced Fund,0.8088,2009-01-28
Balanced Fund,0.8232,2009-01-29
Balanced Fund,0.8108,2009-01-30
Balanced Fund,0.8108,2009-01-31
Balanced Fund,0.8108,2009-02-01
Balanced Fund,0.8112,2009-02-02
Balanced Fund,0.8124,2009-02-03
Balanced Fund,0.8093,2009-02-04
Balanced Fund,0.808,2009-02-05
Balanced Fund,0.808,2009-02-06
Balanced Fund,0.808,2009-02-07
Balanced Fund,0.808,2009-02-08
Balanced Fund,0.8128,2009-02-09
Balanced Fund,0.8023,2009-02-10
Balanced Fund,0.798,2009-02-11
Balanced Fund,0.8062,2009-02-12
Balanced Fund,0.8067,2009-02-13
Balanced Fund,0.8067,2009-02-14
Balanced Fund,0.8067,2009-02-15
Balanced Fund,0.7963,2009-02-16
Balanced Fund,0.7859,2009-02-17
Balanced Fund,0.7831,2009-02-18
Balanced Fund,0.785,2009-02-19
Balanced Fund,0.7769,2009-02-20
Balanced Fund,0.7769,2009-02-21
Balanced Fund,0.7769,2009-02-22
Balanced Fund,0.774,2009-02-23
Balanced Fund,0.7627,2009-02-24
Balanced Fund,0.7709,2009-02-25
Balanced Fund,0.7706,2009-02-26
Balanced Fund,0.7659,2009-02-27
Balanced Fund,0.7659,2009-02-28
Balanced Fund,0.7659,2009-03-01
Balanced Fund,0.7533,2009-03-02
Balanced Fund,0.7507,2009-03-03
Balanced Fund,0.7453,2009-03-04
Balanced Fund,0.7427,2009-03-05
Balanced Fund,0.7388,2009-03-06
Balanced Fund,0.7388,2009-03-07
Balanced Fund,0.7388,2009-03-08
Balanced Fund,0.7392,2009-03-09
Balanced Fund,0.7536,2009-03-10
