Scheme,Price,Date
Conservative Fund,1.0253,2009-04-20
Conservative Fund,1.0246,2009-04-21
Conservative Fund,1.0259,2009-04-22
Conservative Fund,1.026,2009-04-23
Conservative Fund,1.025,2009-04-24
Conservative Fund,1.025,2009-04-25
Conservative Fund,1.025,2009-04-26
Conservative Fund,1.0268,2009-04-27
Conservative Fund,1.027,2009-04-28
Conservative Fund,1.0269,2009-04-29
Conservative Fund,1.0334,2009-04-30
Conservative Fund,1.0314,2009-05-01
Conservative Fund,1.0314,2009-05-02
Conservative Fund,1.0314,2009-05-03
Conservative Fund,1.0339,2009-05-04
Conservative Fund,1.0368,2009-05-05
Conservative Fund,1.0372,2009-05-06
Conservative Fund,1.0385,2009-05-07
Conservative Fund,1.0379,2009-05-08
Conservative Fund,1.0379,2009-05-09
Conservative Fund,1.0379,2009-05-10
Conservative Fund,1.0372,2009-05-11
Conservative Fund,1.0354,2009-05-12
Conservative Fund,1.0355,2009-05-13
Conservative Fund,1.0329,2009-05-14
Conservative Fund,1.0347,2009-05-15
Conservative Fund,1.0347,2009-05-16
Conservative Fund,1.0347,2009-05-17
Conservative Fund,1.0345,2009-05-18
Conservative Fund,1.0372,2009-05-19
Conservative Fund,1.036,2009-05-20
Conservative Fund,1.0352,2009-05-21
Conservative Fund,1.0314,2009-05-22
Conservative Fund,1.0314,2009-05-23
Conservative Fund,1.0314,2009-05-24
Conservative Fund,1.0291,2009-05-25
Conservative Fund,1.0291,2009-05-26
Conservative Fund,1.0314,2009-05-27
Conservative Fund,1.0278,2009-05-28
Conservative Fund,1.031,2009-05-29
Conservative Fund,1.031,2009-05-30
Conservative Fund,1.031,2009-05-31
Conservative Fund,1.031,2009-06-01
Conservative Fund,1.0339,2009-06-02
Conservative Fund,1.0359,2009-06-03
Conservative Fund,1.0346,2009-06-04
Conservative Fund,1.0353,2009-06-05
Conservative Fund,1.0353,2009-06-06
Conservative Fund,1.0353,2009-06-07
Conservative Fund,1.0341,2009-06-08
Conservative Fund,1.0354,2009-06-09
Conservative Fund,1.0367,2009-06-10
Conservative Fund,1.0344,2009-06-11
Conservative Fund,1.0347,2009-06-12
Conservative Fund,1.0347,2009-06-13
Conservative Fund,1.0347,2009-06-14
Conservative Fund,1.0354,2009-06-15
Conservative Fund,1.0335,2009-06-16
Conservative Fund,1.0312,2009-06-17
Conservative Fund,1.031,2009-06-18
Conservative Fund,1.03,2009-06-19
Conservative Fund,1.03,2009-06-20
Conservative Fund,1.03,2009-06-21
Conservative Fund,1.0314,2009-06-22
Conservative Fund,1.0283,2009-06-23
Conservative Fund,1.0288,2009-06-24
Conservative Fund,1.03,2009-06-25
Conservative Fund,1.0334,2009-06-26
Conservative Fund,1.0334,2009-06-27
Conservative Fund,1.0334,2009-06-28
Conservative Fund,1.0335,2009-06-29
Conservative Fund,1.0359,2009-06-30
Conservative Fund,1.0353,2009-07-01
Conservative Fund,1.0353,2009-07-02
Conservative Fund,1.0361,2009-07-03
Conservative Fund,1.0361,2009-07-04
Conservative Fund,1.0361,2009-07-05
Conservative Fund,1.0346,2009-07-06
Conservative Fund,1.0351,2009-07-07
Conservative Fund,1.033,2009-07-08
Conservative Fund,1.0336,2009-07-09
Conservative Fund,1.0333,2009-07-10
Conservative Fund,1.0333,2009-07-11
Conservative Fund,1.0333,2009-07-12
Conservative Fund,1.033,2009-07-13
Conservative Fund,1.0367,2009-07-14
Conservative Fund,1.0364,2009-07-15
Conservative Fund,1.0392,2009-07-16
Conservative Fund,1.041,2009-07-17
Conservative Fund,1.041,2009-07-18
Conservative Fund,1.041,2009-07-19
Conservative Fund,1.0416,2009-07-20
Conservative Fund,1.0434,2009-07-21
Conservative Fund,1.0446,2009-07-22
Conservative Fund,1.0449,2009-07-23
Conservative Fund,1.0468,2009-07-24
Conservative Fund,1.0468,2009-07-25
Conservative Fund,1.0468,2009-07-26
Conservative Fund,1.05,2009-07-27
Conservative Fund,1.051,2009-07-28
Conservative Fund,1.0493,2009-07-29
Conservative Fund,1.0517,2009-07-30
Conservative Fund,1.0555,2009-07-31
Conservative Fund,1.0555,2009-08-01
Conservative Fund,1.0555,2009-08-02
Conservative Fund,1.0567,2009-08-03
Conservative Fund,1.0576,2009-08-04
Conservative Fund,1.0559,2009-08-05
Conservative Fund,1.0565,2009-08-06
Conservative Fund,1.0557,2009-08-07
Conservative Fund,1.0557,2009-08-08
Conservative Fund,1.0557,2009-08-09
Conservative Fund,1.055,2009-08-10
Conservative Fund,1.0553,2009-08-11
Conservative Fund,1.0557,2009-08-12
Conservative Fund,1.0584,2009-08-13
Conservative Fund,1.0595,2009-08-14
Conservative Fund,1.0595,2009-08-15
Conservative Fund,1.0595,2009-08-16
Conservative Fund,1.0596,2009-08-17
Conservative Fund,1.0575,2009-08-18
Conservative Fund,1.0588,2009-08-19
Conservative Fund,1.0597,2009-08-20
Conservative Fund,1.0595,2009-08-21
Conservative Fund,1.0595,2009-08-22
Conservative Fund,1.0595,2009-08-23
Conservative Fund,1.0627,2009-08-24
Conservative Fund,1.0632,2009-08-25
Conservative Fund,1.0649,2009-08-26
Conservative Fund,1.0662,2009-08-27
Conservative Fund,1.0669,2009-08-28
Conservative Fund,1.0669,2009-08-29
Conservative Fund,1.0669,2009-08-30
Conservative Fund,1.066,2009-08-31
Conservative Fund,1.0665,2009-09-01
