Scheme,Price,Date
Conservative Fund,1.0197,2009-04-14
Growth Fund,0.7145,2009-04-14
Moderate Fund,0.9001,2009-04-14
NZ Cash Fund,1.1187,2009-04-14
Balanced Fund,0.7952,2009-04-15
Conservative Fund,1.0202,2009-04-15
Growth Fund,0.7095,2009-04-15
Moderate Fund,0.8962,2009-04-15
NZ Cash Fund,1.1188,2009-04-15
Balanced Fund,0.8054,2009-04-16
Conservative Fund,1.024,2009-04-16
Growth Fund,0.7201,2009-04-16
Moderate Fund,0.9054,2009-04-16
NZ Cash Fund,1.1189,2009-04-16
Balanced Fund,0.8136,2009-04-17
Conservative Fund,1.0271,2009-04-17
Growth Fund,0.7298,2009-04-17
Moderate Fund,0.9115,2009-04-17
NZ Cash Fund,1.1191,2009-04-17
Balanced Fund,0.8136,2009-04-18
Conservative Fund,1.0271,2009-04-18
Growth Fund,0.7298,2009-04-18
Moderate Fund,0.9115,2009-04-18
NZ Cash Fund,1.1191,2009-04-18
Balanced Fund,0.8136,2009-04-19
Conservative Fund,1.0271,2009-04-19
Growth Fund,0.7298,2009-04-19
Moderate Fund,0.9115,2009-04-19
NZ Cash Fund,1.1191,2009-04-19
Balanced Fund,0.8048,2009-04-20
Conservative Fund,1.0253,2009-04-20
Growth Fund,0.72,2009-04-20
Moderate Fund,0.9045,2009-04-20
NZ Cash Fund,1.1193,2009-04-20
Balanced Fund,0.8016,2009-04-21
Conservative Fund,1.0246,2009-04-21
Growth Fund,0.716,2009-04-21
Moderate Fund,0.9023,2009-04-21
NZ Cash Fund,1.1195,2009-04-21
Balanced Fund,0.8078,2009-04-22
Conservative Fund,1.0259,2009-04-22
Growth Fund,0.7227,2009-04-22
Moderate Fund,0.9074,2009-04-22
NZ Cash Fund,1.1196,2009-04-22
Balanced Fund,0.8076,2009-04-23
Conservative Fund,1.026,2009-04-23
Growth Fund,0.723,2009-04-23
Moderate Fund,0.9068,2009-04-23
NZ Cash Fund,1.1197,2009-04-23
Balanced Fund,0.8078,2009-04-24
Conservative Fund,1.025,2009-04-24
Growth Fund,0.723,2009-04-24
Moderate Fund,0.9072,2009-04-24
NZ Cash Fund,1.1197,2009-04-24
Balanced Fund,0.8078,2009-04-25
Conservative Fund,1.025,2009-04-25
Growth Fund,0.723,2009-04-25
Moderate Fund,0.9072,2009-04-25
NZ Cash Fund,1.1197,2009-04-25
Balanced Fund,0.8078,2009-04-26
Conservative Fund,1.025,2009-04-26
Growth Fund,0.723,2009-04-26
Moderate Fund,0.9072,2009-04-26
NZ Cash Fund,1.1197,2009-04-26
Balanced Fund,0.8126,2009-04-27
Conservative Fund,1.0268,2009-04-27
Growth Fund,0.7285,2009-04-27
Moderate Fund,0.9111,2009-04-27
NZ Cash Fund,1.12,2009-04-27
Balanced Fund,0.8099,2009-04-28
Conservative Fund,1.027,2009-04-28
Growth Fund,0.7261,2009-04-28
Moderate Fund,0.9083,2009-04-28
NZ Cash Fund,1.1201,2009-04-28
Balanced Fund,0.8116,2009-04-29
Conservative Fund,1.0269,2009-04-29
Growth Fund,0.7274,2009-04-29
Moderate Fund,0.9103,2009-04-29
NZ Cash Fund,1.1202,2009-04-29
Balanced Fund,0.8241,2009-04-30
Conservative Fund,1.0334,2009-04-30
Growth Fund,0.7423,2009-04-30
Moderate Fund,0.9198,2009-04-30
NZ Cash Fund,1.1205,2009-04-30
Balanced Fund,0.819,2009-05-01
Conservative Fund,1.0314,2009-05-01
Growth Fund,0.736,2009-05-01
Moderate Fund,0.9161,2009-05-01
NZ Cash Fund,1.1206,2009-05-01
Balanced Fund,0.819,2009-05-02
Conservative Fund,1.0314,2009-05-02
Growth Fund,0.736,2009-05-02
Moderate Fund,0.9161,2009-05-02
NZ Cash Fund,1.1206,2009-05-02
Balanced Fund,0.819,2009-05-03
Conservative Fund,1.0314,2009-05-03
Growth Fund,0.736,2009-05-03
Moderate Fund,0.9161,2009-05-03
NZ Cash Fund,1.1206,2009-05-03
Balanced Fund,0.8234,2009-05-04
Conservative Fund,1.0339,2009-05-04
Growth Fund,0.7416,2009-05-04
Moderate Fund,0.9191,2009-05-04
NZ Cash Fund,1.1208,2009-05-04
Balanced Fund,0.8326,2009-05-05
Conservative Fund,1.0368,2009-05-05
Growth Fund,0.7523,2009-05-05
Moderate Fund,0.9263,2009-05-05
NZ Cash Fund,1.1209,2009-05-05
Balanced Fund,0.8326,2009-05-06
Conservative Fund,1.0372,2009-05-06
Growth Fund,0.7528,2009-05-06
Moderate Fund,0.9258,2009-05-06
NZ Cash Fund,1.121,2009-05-06
Balanced Fund,0.8385,2009-05-07
Conservative Fund,1.0385,2009-05-07
Growth Fund,0.76,2009-05-07
Moderate Fund,0.9302,2009-05-07
NZ Cash Fund,1.1211,2009-05-07
Balanced Fund,0.8392,2009-05-08
Conservative Fund,1.0379,2009-05-08
Growth Fund,0.7614,2009-05-08
Moderate Fund,0.93,2009-05-08
NZ Cash Fund,1.1211,2009-05-08
Balanced Fund,0.8392,2009-05-09
Conservative Fund,1.0379,2009-05-09
Growth Fund,0.7614,2009-05-09
Moderate Fund,0.93,2009-05-09
NZ Cash Fund,1.1211,2009-05-09
Balanced Fund,0.8392,2009-05-10
Conservative Fund,1.0379,2009-05-10
Growth Fund,0.7614,2009-05-10
Moderate Fund,0.93,2009-05-10
NZ Cash Fund,1.1211,2009-05-10
Balanced Fund,0.837,2009-05-11
Conservative Fund,1.0372,2009-05-11
Growth Fund,0.7586,2009-05-11
Moderate Fund,0.9285,2009-05-11
NZ Cash Fund,1.1213,2009-05-11
Balanced Fund,0.8295,2009-05-12
Conservative Fund,1.0354,2009-05-12
Growth Fund,0.7495,2009-05-12
Moderate Fund,0.9231,2009-05-12
NZ Cash Fund,1.1213,2009-05-12
Balanced Fund,0.8292,2009-05-13
Conservative Fund,1.0355,2009-05-13
Growth Fund,0.7495,2009-05-13
Moderate Fund,0.9225,2009-05-13
NZ Cash Fund,1.1214,2009-05-13
Balanced Fund,0.8182,2009-05-14
Conservative Fund,1.0329,2009-05-14
Growth Fund,0.7366,2009-05-14
Moderate Fund,0.9141,2009-05-14
NZ Cash Fund,1.1215,2009-05-14
Balanced Fund,0.8228,2009-05-15
Conservative Fund,1.0347,2009-05-15
Growth Fund,0.7417,2009-05-15
Moderate Fund,0.918,2009-05-15
NZ Cash Fund,1.1216,2009-05-15
Balanced Fund,0.8228,2009-05-16
Conservative Fund,1.0347,2009-05-16
Growth Fund,0.7417,2009-05-16
Moderate Fund,0.918,2009-05-16
NZ Cash Fund,1.1216,2009-05-16
Balanced Fund,0.8228,2009-05-17
Conservative Fund,1.0347,2009-05-17
Growth Fund,0.7417,2009-05-17
Moderate Fund,0.918,2009-05-17
NZ Cash Fund,1.1216,2009-05-17
Balanced Fund,0.8213,2009-05-18
Conservative Fund,1.0345,2009-05-18
Growth Fund,0.7401,2009-05-18
Moderate Fund,0.9166,2009-05-18
NZ Cash Fund,1.1219,2009-05-18
Balanced Fund,0.8307,2009-05-19
Conservative Fund,1.0372,2009-05-19
Growth Fund,0.7509,2009-05-19
Moderate Fund,0.9242,2009-05-19
NZ Cash Fund,1.122,2009-05-19
Balanced Fund,0.8281,2009-05-20
Conservative Fund,1.036,2009-05-20
Growth Fund,0.7484,2009-05-20
Moderate Fund,0.9216,2009-05-20
NZ Cash Fund,1.122,2009-05-20
Balanced Fund,0.8261,2009-05-21
Conservative Fund,1.0352,2009-05-21
Growth Fund,0.7463,2009-05-21
Moderate Fund,0.9198,2009-05-21
NZ Cash Fund,1.1221,2009-05-21
Balanced Fund,0.8204,2009-05-22
Conservative Fund,1.0314,2009-05-22
Growth Fund,0.7394,2009-05-22
Moderate Fund,0.9157,2009-05-22
NZ Cash Fund,1.1222,2009-05-22
Balanced Fund,0.8204,2009-05-23
Conservative Fund,1.0314,2009-05-23
Growth Fund,0.7394,2009-05-23
Moderate Fund,0.9157,2009-05-23
NZ Cash Fund,1.1222,2009-05-23
Balanced Fund,0.8204,2009-05-24
Conservative Fund,1.0314,2009-05-24
Growth Fund,0.7394,2009-05-24
Moderate Fund,0.9157,2009-05-24
NZ Cash Fund,1.1222,2009-05-24
Balanced Fund,0.8155,2009-05-25
Conservative Fund,1.0291,2009-05-25
Growth Fund,0.7342,2009-05-25
Moderate Fund,0.9113,2009-05-25
NZ Cash Fund,1.1224,2009-05-25
Balanced Fund,0.8169,2009-05-26
Conservative Fund,1.0291,2009-05-26
Growth Fund,0.7358,2009-05-26
Moderate Fund,0.9123,2009-05-26
NZ Cash Fund,1.1225,2009-05-26
Balanced Fund,0.8254,2009-05-27
Conservative Fund,1.0314,2009-05-27
Growth Fund,0.7458,2009-05-27
Moderate Fund,0.9189,2009-05-27
NZ Cash Fund,1.1225,2009-05-27
Balanced Fund,0.8169,2009-05-28
Conservative Fund,1.0278,2009-05-28
Growth Fund,0.7361,2009-05-28
Moderate Fund,0.912,2009-05-28
NZ Cash Fund,1.1226,2009-05-28
Balanced Fund,0.8227,2009-05-29
Conservative Fund,1.031,2009-05-29
Growth Fund,0.7421,2009-05-29
Moderate Fund,0.9173,2009-05-29
NZ Cash Fund,1.1227,2009-05-29
Balanced Fund,0.8227,2009-05-30
Conservative Fund,1.031,2009-05-30
Growth Fund,0.7421,2009-05-30
Moderate Fund,0.9173,2009-05-30
NZ Cash Fund,1.1227,2009-05-30
Balanced Fund,0.8227,2009-05-31
Conservative Fund,1.031,2009-05-31
Growth Fund,0.7421,2009-05-31
Moderate Fund,0.9173,2009-05-31
NZ Cash Fund,1.1227,2009-05-31
Balanced Fund,0.8227,2009-06-01
Conservative Fund,1.031,2009-06-01
Growth Fund,0.7421,2009-06-01
Moderate Fund,0.9173,2009-06-01
NZ Cash Fund,1.1227,2009-06-01
Balanced Fund,0.833,2009-06-02
Conservative Fund,1.0339,2009-06-02
Growth Fund,0.7545,2009-06-02
Moderate Fund,0.9247,2009-06-02
NZ Cash Fund,1.1231,2009-06-02
Balanced Fund,0.836,2009-06-03
Conservative Fund,1.0359,2009-06-03
Growth Fund,0.7581,2009-06-03
Moderate Fund,0.9268,2009-06-03
NZ Cash Fund,1.1231,2009-06-03
Balanced Fund,0.8316,2009-06-04
Conservative Fund,1.0346,2009-06-04
Growth Fund,0.7526,2009-06-04
Moderate Fund,0.924,2009-06-04
NZ Cash Fund,1.1231,2009-06-04
Balanced Fund,0.8366,2009-06-05
Conservative Fund,1.0353,2009-06-05
Growth Fund,0.7588,2009-06-05
Moderate Fund,0.9275,2009-06-05
NZ Cash Fund,1.1232,2009-06-05
Balanced Fund,0.8366,2009-06-06
Conservative Fund,1.0353,2009-06-06
Growth Fund,0.7588,2009-06-06
Moderate Fund,0.9275,2009-06-06
NZ Cash Fund,1.1232,2009-06-06
Balanced Fund,0.8366,2009-06-07
Conservative Fund,1.0353,2009-06-07
Growth Fund,0.7588,2009-06-07
Moderate Fund,0.9275,2009-06-07
NZ Cash Fund,1.1232,2009-06-07
Balanced Fund,0.8351,2009-06-08
Conservative Fund,1.0341,2009-06-08
Growth Fund,0.7577,2009-06-08
Moderate Fund,0.9255,2009-06-08
NZ Cash Fund,1.1235,2009-06-08
Balanced Fund,0.8387,2009-06-09
Conservative Fund,1.0354,2009-06-09
Growth Fund,0.7619,2009-06-09
Moderate Fund,0.9286,2009-06-09
NZ Cash Fund,1.1235,2009-06-09
Balanced Fund,0.8397,2009-06-10
Conservative Fund,1.0367,2009-06-10
Growth Fund,0.7627,2009-06-10
Moderate Fund,0.9295,2009-06-10
NZ Cash Fund,1.1237,2009-06-10
Balanced Fund,0.8362,2009-06-11
Conservative Fund,1.0344,2009-06-11
Growth Fund,0.7593,2009-06-11
Moderate Fund,0.9262,2009-06-11
NZ Cash Fund,1.1236,2009-06-11
Balanced Fund,0.8351,2009-06-12
Conservative Fund,1.0347,2009-06-12
Growth Fund,0.7584,2009-06-12
Moderate Fund,0.9249,2009-06-12
NZ Cash Fund,1.1236,2009-06-12
Balanced Fund,0.8351,2009-06-13
Conservative Fund,1.0347,2009-06-13
Growth Fund,0.7584,2009-06-13
Moderate Fund,0.9249,2009-06-13
NZ Cash Fund,1.1236,2009-06-13
Balanced Fund,0.8351,2009-06-14
Conservative Fund,1.0347,2009-06-14
Growth Fund,0.7584,2009-06-14
Moderate Fund,0.9249,2009-06-14
NZ Cash Fund,1.1236,2009-06-14
Balanced Fund,0.8357,2009-06-15
Conservative Fund,1.0354,2009-06-15
Growth Fund,0.7584,2009-06-15
Moderate Fund,0.9261,2009-06-15
NZ Cash Fund,1.1238,2009-06-15
Balanced Fund,0.8287,2009-06-16
Conservative Fund,1.0335,2009-06-16
Growth Fund,0.7497,2009-06-16
Moderate Fund,0.9214,2009-06-16
NZ Cash Fund,1.1239,2009-06-16
Balanced Fund,0.8217,2009-06-17
Conservative Fund,1.0312,2009-06-17
Growth Fund,0.7411,2009-06-17
Moderate Fund,0.9162,2009-06-17
NZ Cash Fund,1.124,2009-06-17
Balanced Fund,0.8214,2009-06-18
Conservative Fund,1.031,2009-06-18
Growth Fund,0.7404,2009-06-18
Moderate Fund,0.9163,2009-06-18
NZ Cash Fund,1.124,2009-06-18
Balanced Fund,0.8207,2009-06-19
Conservative Fund,1.03,2009-06-19
Growth Fund,0.7405,2009-06-19
Moderate Fund,0.915,2009-06-19
NZ Cash Fund,1.1241,2009-06-19
Balanced Fund,0.8207,2009-06-20
Conservative Fund,1.03,2009-06-20
Growth Fund,0.7405,2009-06-20
Moderate Fund,0.915,2009-06-20
NZ Cash Fund,1.1241,2009-06-20
Balanced Fund,0.8207,2009-06-21
Conservative Fund,1.03,2009-06-21
Growth Fund,0.7405,2009-06-21
Moderate Fund,0.915,2009-06-21
NZ Cash Fund,1.1241,2009-06-21
Balanced Fund,0.822,2009-06-22
Conservative Fund,1.0314,2009-06-22
Growth Fund,0.742,2009-06-22
Moderate Fund,0.916,2009-06-22
NZ Cash Fund,1.1243,2009-06-22
Balanced Fund,0.8114,2009-06-23
Conservative Fund,1.0283,2009-06-23
Growth Fund,0.7288,2009-06-23
Moderate Fund,0.9087,2009-06-23
NZ Cash Fund,1.1244,2009-06-23
Balanced Fund,0.8136,2009-06-24
Conservative Fund,1.0288,2009-06-24
Growth Fund,0.7309,2009-06-24
Moderate Fund,0.9107,2009-06-24
NZ Cash Fund,1.1244,2009-06-24
Balanced Fund,0.8161,2009-06-25
Conservative Fund,1.03,2009-06-25
Growth Fund,0.734,2009-06-25
Moderate Fund,0.9126,2009-06-25
NZ Cash Fund,1.1245,2009-06-25
Balanced Fund,0.8233,2009-06-26
Conservative Fund,1.0334,2009-06-26
Growth Fund,0.7423,2009-06-26
Moderate Fund,0.9183,2009-06-26
NZ Cash Fund,1.1246,2009-06-26
Balanced Fund,0.8233,2009-06-27
Conservative Fund,1.0334,2009-06-27
Growth Fund,0.7423,2009-06-27
Moderate Fund,0.9183,2009-06-27
NZ Cash Fund,1.1246,2009-06-27
Balanced Fund,0.8233,2009-06-28
Conservative Fund,1.0334,2009-06-28
Growth Fund,0.7423,2009-06-28
Moderate Fund,0.9183,2009-06-28
NZ Cash Fund,1.1246,2009-06-28
Balanced Fund,0.8217,2009-06-29
Conservative Fund,1.0335,2009-06-29
Growth Fund,0.7399,2009-06-29
Moderate Fund,0.9177,2009-06-29
NZ Cash Fund,1.1248,2009-06-29
Balanced Fund,0.8257,2009-06-30
Conservative Fund,1.0359,2009-06-30
Growth Fund,0.7442,2009-06-30
Moderate Fund,0.921,2009-06-30
NZ Cash Fund,1.1248,2009-06-30
Balanced Fund,0.8242,2009-07-01
Conservative Fund,1.0353,2009-07-01
Growth Fund,0.7426,2009-07-01
Moderate Fund,0.9198,2009-07-01
NZ Cash Fund,1.125,2009-07-01
Balanced Fund,0.8242,2009-07-02
Conservative Fund,1.0353,2009-07-02
Growth Fund,0.7426,2009-07-02
Moderate Fund,0.9198,2009-07-02
NZ Cash Fund,1.125,2009-07-02
Balanced Fund,0.8229,2009-07-03
Conservative Fund,1.0361,2009-07-03
Growth Fund,0.7403,2009-07-03
Moderate Fund,0.9196,2009-07-03
NZ Cash Fund,1.1252,2009-07-03
Balanced Fund,0.8229,2009-07-04
Conservative Fund,1.0361,2009-07-04
Growth Fund,0.7403,2009-07-04
Moderate Fund,0.9196,2009-07-04
NZ Cash Fund,1.1252,2009-07-04
Balanced Fund,0.8229,2009-07-05
Conservative Fund,1.0361,2009-07-05
Growth Fund,0.7403,2009-07-05
Moderate Fund,0.9196,2009-07-05
NZ Cash Fund,1.1252,2009-07-05
Balanced Fund,0.8186,2009-07-06
Conservative Fund,1.0346,2009-07-06
Growth Fund,0.7354,2009-07-06
Moderate Fund,0.9163,2009-07-06
NZ Cash Fund,1.1253,2009-07-06
Balanced Fund,0.82,2009-07-07
Conservative Fund,1.0351,2009-07-07
Growth Fund,0.7361,2009-07-07
Moderate Fund,0.9182,2009-07-07
NZ Cash Fund,1.1254,2009-07-07
Balanced Fund,0.8119,2009-07-08
Conservative Fund,1.033,2009-07-08
Growth Fund,0.7266,2009-07-08
Moderate Fund,0.9118,2009-07-08
NZ Cash Fund,1.1255,2009-07-08
Balanced Fund,0.8107,2009-07-09
Conservative Fund,1.0336,2009-07-09
Growth Fund,0.7248,2009-07-09
Moderate Fund,0.9114,2009-07-09
NZ Cash Fund,1.1256,2009-07-09
Balanced Fund,0.8111,2009-07-10
Conservative Fund,1.0333,2009-07-10
Growth Fund,0.7258,2009-07-10
Moderate Fund,0.9112,2009-07-10
NZ Cash Fund,1.1257,2009-07-10
Balanced Fund,0.8111,2009-07-11
Conservative Fund,1.0333,2009-07-11
Growth Fund,0.7258,2009-07-11
Moderate Fund,0.9112,2009-07-11
NZ Cash Fund,1.1257,2009-07-11
Balanced Fund,0.8111,2009-07-12
Conservative Fund,1.0333,2009-07-12
Growth Fund,0.7258,2009-07-12
Moderate Fund,0.9112,2009-07-12
NZ Cash Fund,1.1257,2009-07-12
Balanced Fund,0.8103,2009-07-13
Conservative Fund,1.033,2009-07-13
Growth Fund,0.7246,2009-07-13
Moderate Fund,0.9108,2009-07-13
NZ Cash Fund,1.1259,2009-07-13
Balanced Fund,0.8201,2009-07-14
Conservative Fund,1.0367,2009-07-14
Growth Fund,0.7359,2009-07-14
Moderate Fund,0.9186,2009-07-14
NZ Cash Fund,1.1259,2009-07-14
Balanced Fund,0.8215,2009-07-15
Conservative Fund,1.0364,2009-07-15
Growth Fund,0.7378,2009-07-15
Moderate Fund,0.9192,2009-07-15
NZ Cash Fund,1.126,2009-07-15
Balanced Fund,0.8302,2009-07-16
Conservative Fund,1.0392,2009-07-16
Growth Fund,0.7486,2009-07-16
Moderate Fund,0.9252,2009-07-16
NZ Cash Fund,1.1261,2009-07-16
Balanced Fund,0.8333,2009-07-17
Conservative Fund,1.041,2009-07-17
Growth Fund,0.7522,2009-07-17
Moderate Fund,0.9278,2009-07-17
NZ Cash Fund,1.1262,2009-07-17
Balanced Fund,0.8333,2009-07-18
Conservative Fund,1.041,2009-07-18
Growth Fund,0.7522,2009-07-18
Moderate Fund,0.9278,2009-07-18
NZ Cash Fund,1.1262,2009-07-18
Balanced Fund,0.8333,2009-07-19
Conservative Fund,1.041,2009-07-19
Growth Fund,0.7522,2009-07-19
Moderate Fund,0.9278,2009-07-19
NZ Cash Fund,1.1262,2009-07-19
Balanced Fund,0.8347,2009-07-20
Conservative Fund,1.0416,2009-07-20
Growth Fund,0.7543,2009-07-20
Moderate Fund,0.9285,2009-07-20
NZ Cash Fund,1.1264,2009-07-20
Balanced Fund,0.8386,2009-07-21
Conservative Fund,1.0434,2009-07-21
Growth Fund,0.7586,2009-07-21
Moderate Fund,0.9317,2009-07-21
NZ Cash Fund,1.1264,2009-07-21
Balanced Fund,0.841,2009-07-22
Conservative Fund,1.0446,2009-07-22
Growth Fund,0.7618,2009-07-22
Moderate Fund,0.9333,2009-07-22
NZ Cash Fund,1.1265,2009-07-22
Balanced Fund,0.8418,2009-07-23
Conservative Fund,1.0449,2009-07-23
Growth Fund,0.7626,2009-07-23
Moderate Fund,0.9338,2009-07-23
NZ Cash Fund,1.1266,2009-07-23
Balanced Fund,0.8486,2009-07-24
Conservative Fund,1.0468,2009-07-24
Growth Fund,0.7712,2009-07-24
Moderate Fund,0.9384,2009-07-24
NZ Cash Fund,1.1267,2009-07-24
Balanced Fund,0.8486,2009-07-25
Conservative Fund,1.0468,2009-07-25
Growth Fund,0.7712,2009-07-25
Moderate Fund,0.9384,2009-07-25
NZ Cash Fund,1.1267,2009-07-25
Balanced Fund,0.8486,2009-07-26
Conservative Fund,1.0468,2009-07-26
Growth Fund,0.7712,2009-07-26
Moderate Fund,0.9384,2009-07-26
NZ Cash Fund,1.1267,2009-07-26
Balanced Fund,0.8551,2009-07-27
Conservative Fund,1.05,2009-07-27
Growth Fund,0.7787,2009-07-27
Moderate Fund,0.9437,2009-07-27
NZ Cash Fund,1.1269,2009-07-27
Balanced Fund,0.8575,2009-07-28
Conservative Fund,1.051,2009-07-28
Growth Fund,0.7815,2009-07-28
Moderate Fund,0.9455,2009-07-28
NZ Cash Fund,1.1269,2009-07-28
Balanced Fund,0.8517,2009-07-29
Conservative Fund,1.0493,2009-07-29
Growth Fund,0.7743,2009-07-29
Moderate Fund,0.9415,2009-07-29
NZ Cash Fund,1.127,2009-07-29
Balanced Fund,0.858,2009-07-30
Conservative Fund,1.0517,2009-07-30
Growth Fund,0.7817,2009-07-30
Moderate Fund,0.9463,2009-07-30
NZ Cash Fund,1.1271,2009-07-30
Balanced Fund,0.8637,2009-07-31
Conservative Fund,1.0555,2009-07-31
Growth Fund,0.7877,2009-07-31
Moderate Fund,0.9515,2009-07-31
NZ Cash Fund,1.1271,2009-07-31
Balanced Fund,0.8637,2009-08-01
Conservative Fund,1.0555,2009-08-01
Growth Fund,0.7877,2009-08-01
Moderate Fund,0.9515,2009-08-01
NZ Cash Fund,1.1271,2009-08-01
Balanced Fund,0.8637,2009-08-02
Conservative Fund,1.0555,2009-08-02
Growth Fund,0.7877,2009-08-02
Moderate Fund,0.9515,2009-08-02
NZ Cash Fund,1.1271,2009-08-02
Balanced Fund,0.8657,2009-08-03
Conservative Fund,1.0567,2009-08-03
Growth Fund,0.7897,2009-08-03
Moderate Fund,0.9532,2009-08-03
NZ Cash Fund,1.1274,2009-08-03
Balanced Fund,0.8699,2009-08-04
Conservative Fund,1.0576,2009-08-04
Growth Fund,0.7955,2009-08-04
Moderate Fund,0.9557,2009-08-04
NZ Cash Fund,1.1274,2009-08-04
Balanced Fund,0.8691,2009-08-05
Conservative Fund,1.0559,2009-08-05
Growth Fund,0.7939,2009-08-05
Moderate Fund,0.9556,2009-08-05
NZ Cash Fund,1.1275,2009-08-05
Balanced Fund,0.8734,2009-08-06
Conservative Fund,1.0565,2009-08-06
Growth Fund,0.7981,2009-08-06
Moderate Fund,0.9597,2009-08-06
NZ Cash Fund,1.1277,2009-08-06
Balanced Fund,0.8714,2009-08-07
Conservative Fund,1.0557,2009-08-07
Growth Fund,0.7954,2009-08-07
Moderate Fund,0.9585,2009-08-07
NZ Cash Fund,1.1278,2009-08-07
Balanced Fund,0.8714,2009-08-08
Conservative Fund,1.0557,2009-08-08
Growth Fund,0.7954,2009-08-08
Moderate Fund,0.9585,2009-08-08
NZ Cash Fund,1.1278,2009-08-08
Balanced Fund,0.8714,2009-08-09
Conservative Fund,1.0557,2009-08-09
Growth Fund,0.7954,2009-08-09
Moderate Fund,0.9585,2009-08-09
NZ Cash Fund,1.1278,2009-08-09
Balanced Fund,0.8748,2009-08-10
Conservative Fund,1.055,2009-08-10
Growth Fund,0.7997,2009-08-10
Moderate Fund,0.9606,2009-08-10
NZ Cash Fund,1.1279,2009-08-10
Balanced Fund,0.8736,2009-08-11
Conservative Fund,1.0553,2009-08-11
Growth Fund,0.7984,2009-08-11
Moderate Fund,0.9597,2009-08-11
NZ Cash Fund,1.1279,2009-08-11
Balanced Fund,0.8714,2009-08-12
Conservative Fund,1.0557,2009-08-12
Growth Fund,0.7954,2009-08-12
Moderate Fund,0.9584,2009-08-12
NZ Cash Fund,1.128,2009-08-12
Balanced Fund,0.8783,2009-08-13
Conservative Fund,1.0584,2009-08-13
Growth Fund,0.8033,2009-08-13
Moderate Fund,0.9637,2009-08-13
NZ Cash Fund,1.1281,2009-08-13
Balanced Fund,0.8775,2009-08-14
Conservative Fund,1.0595,2009-08-14
Growth Fund,0.8023,2009-08-14
Moderate Fund,0.9633,2009-08-14
NZ Cash Fund,1.1283,2009-08-14
Balanced Fund,0.8775,2009-08-15
Conservative Fund,1.0595,2009-08-15
Growth Fund,0.8023,2009-08-15
Moderate Fund,0.9633,2009-08-15
NZ Cash Fund,1.1283,2009-08-15
Balanced Fund,0.8775,2009-08-16
Conservative Fund,1.0595,2009-08-16
Growth Fund,0.8023,2009-08-16
Moderate Fund,0.9633,2009-08-16
NZ Cash Fund,1.1283,2009-08-16
Balanced Fund,0.8761,2009-08-17
Conservative Fund,1.0596,2009-08-17
Growth Fund,0.8001,2009-08-17
Moderate Fund,0.963,2009-08-17
NZ Cash Fund,1.1284,2009-08-17
Balanced Fund,0.8678,2009-08-18
Conservative Fund,1.0575,2009-08-18
Growth Fund,0.7899,2009-08-18
Moderate Fund,0.957,2009-08-18
NZ Cash Fund,1.1285,2009-08-18
Balanced Fund,0.8717,2009-08-19
Conservative Fund,1.0588,2009-08-19
Growth Fund,0.7947,2009-08-19
Moderate Fund,0.9597,2009-08-19
NZ Cash Fund,1.1286,2009-08-19
Balanced Fund,0.8717,2009-08-20
Conservative Fund,1.0597,2009-08-20
Growth Fund,0.7947,2009-08-20
Moderate Fund,0.9598,2009-08-20
NZ Cash Fund,1.1286,2009-08-20
Balanced Fund,0.8722,2009-08-21
Conservative Fund,1.0595,2009-08-21
Growth Fund,0.7951,2009-08-21
Moderate Fund,0.9605,2009-08-21
NZ Cash Fund,1.1287,2009-08-21
Balanced Fund,0.8722,2009-08-22
Conservative Fund,1.0595,2009-08-22
Growth Fund,0.7951,2009-08-22
Moderate Fund,0.9605,2009-08-22
NZ Cash Fund,1.1287,2009-08-22
Balanced Fund,0.8722,2009-08-23
Conservative Fund,1.0595,2009-08-23
Growth Fund,0.7951,2009-08-23
Moderate Fund,0.9605,2009-08-23
NZ Cash Fund,1.1287,2009-08-23
Balanced Fund,0.8817,2009-08-24
Conservative Fund,1.0627,2009-08-24
Growth Fund,0.8065,2009-08-24
Moderate Fund,0.9674,2009-08-24
NZ Cash Fund,1.1288,2009-08-24
Balanced Fund,0.8816,2009-08-25
Conservative Fund,1.0632,2009-08-25
Growth Fund,0.8063,2009-08-25
Moderate Fund,0.9675,2009-08-25
NZ Cash Fund,1.1289,2009-08-25
Balanced Fund,0.8844,2009-08-26
Conservative Fund,1.0649,2009-08-26
Growth Fund,0.8093,2009-08-26
Moderate Fund,0.97,2009-08-26
NZ Cash Fund,1.129,2009-08-26
Balanced Fund,0.8876,2009-08-27
Conservative Fund,1.0662,2009-08-27
Growth Fund,0.8127,2009-08-27
Moderate Fund,0.9729,2009-08-27
NZ Cash Fund,1.1291,2009-08-27
Balanced Fund,0.8898,2009-08-28
Conservative Fund,1.0669,2009-08-28
Growth Fund,0.8152,2009-08-28
Moderate Fund,0.9747,2009-08-28
NZ Cash Fund,1.1292,2009-08-28
Balanced Fund,0.8898,2009-08-29
Conservative Fund,1.0669,2009-08-29
Growth Fund,0.8152,2009-08-29
Moderate Fund,0.9747,2009-08-29
NZ Cash Fund,1.1292,2009-08-29
Balanced Fund,0.8898,2009-08-30
Conservative Fund,1.0669,2009-08-30
Growth Fund,0.8152,2009-08-30
Moderate Fund,0.9747,2009-08-30
NZ Cash Fund,1.1292,2009-08-30
Balanced Fund,0.8859,2009-08-31
Conservative Fund,1.066,2009-08-31
