Scheme,Price,Date
Growth Fund,0.7285,2009-04-27
Growth Fund,0.7261,2009-04-28
Growth Fund,0.7274,2009-04-29
Growth Fund,0.7423,2009-04-30
Growth Fund,0.736,2009-05-01
Growth Fund,0.736,2009-05-02
Growth Fund,0.736,2009-05-03
Growth Fund,0.7416,2009-05-04
Growth Fund,0.7523,2009-05-05
Growth Fund,0.7528,2009-05-06
Growth Fund,0.76,2009-05-07
Growth Fund,0.7614,2009-05-08
Growth Fund,0.7614,2009-05-09
Growth Fund,0.7614,2009-05-10
Growth Fund,0.7586,2009-05-11
Growth Fund,0.7495,2009-05-12
Growth Fund,0.7495,2009-05-13
Growth Fund,0.7366,2009-05-14
Growth Fund,0.7417,2009-05-15
Growth Fund,0.7417,2009-05-16
Growth Fund,0.7417,2009-05-17
Growth Fund,0.7401,2009-05-18
Growth Fund,0.7509,2009-05-19
Growth Fund,0.7484,2009-05-20
Growth Fund,0.7463,2009-05-21
Growth Fund,0.7394,2009-05-22
Growth Fund,0.7394,2009-05-23
Growth Fund,0.7394,2009-05-24
Growth Fund,0.7342,2009-05-25
Growth Fund,0.7358,2009-05-26
Growth Fund,0.7458,2009-05-27
Growth Fund,0.7361,2009-05-28
Growth Fund,0.7421,2009-05-29
Growth Fund,0.7421,2009-05-30
Growth Fund,0.7421,2009-05-31
Growth Fund,0.7421,2009-06-01
Growth Fund,0.7545,2009-06-02
Growth Fund,0.7581,2009-06-03
Growth Fund,0.7526,2009-06-04
Growth Fund,0.7588,2009-06-05
Growth Fund,0.7588,2009-06-06
Growth Fund,0.7588,2009-06-07
Growth Fund,0.7577,2009-06-08
Growth Fund,0.7619,2009-06-09
Growth Fund,0.7627,2009-06-10
Growth Fund,0.7593,2009-06-11
Growth Fund,0.7584,2009-06-12
Growth Fund,0.7584,2009-06-13
Growth Fund,0.7584,2009-06-14
Growth Fund,0.7584,2009-06-15
Growth Fund,0.7497,2009-06-16
Growth Fund,0.7411,2009-06-17
Growth Fund,0.7404,2009-06-18
Growth Fund,0.7405,2009-06-19
Growth Fund,0.7405,2009-06-20
Growth Fund,0.7405,2009-06-21
Growth Fund,0.742,2009-06-22
Growth Fund,0.7288,2009-06-23
Growth Fund,0.7309,2009-06-24
Growth Fund,0.734,2009-06-25
Growth Fund,0.7423,2009-06-26
Growth Fund,0.7423,2009-06-27
Growth Fund,0.7423,2009-06-28
Growth Fund,0.7399,2009-06-29
Growth Fund,0.7442,2009-06-30
Growth Fund,0.7426,2009-07-01
Growth Fund,0.7426,2009-07-02
Growth Fund,0.7403,2009-07-03
Growth Fund,0.7403,2009-07-04
Growth Fund,0.7403,2009-07-05
Growth Fund,0.7354,2009-07-06
Growth Fund,0.7361,2009-07-07
Growth Fund,0.7266,2009-07-08
Growth Fund,0.7248,2009-07-09
Growth Fund,0.7258,2009-07-10
Growth Fund,0.7258,2009-07-11
Growth Fund,0.7258,2009-07-12
Growth Fund,0.7246,2009-07-13
Growth Fund,0.7359,2009-07-14
Growth Fund,0.7378,2009-07-15
Growth Fund,0.7486,2009-07-16
Growth Fund,0.7522,2009-07-17
Growth Fund,0.7522,2009-07-18
Growth Fund,0.7522,2009-07-19
Growth Fund,0.7543,2009-07-20
Growth Fund,0.7586,2009-07-21
Growth Fund,0.7618,2009-07-22
Growth Fund,0.7626,2009-07-23
Growth Fund,0.7712,2009-07-24
Growth Fund,0.7712,2009-07-25
Growth Fund,0.7712,2009-07-26
Growth Fund,0.7787,2009-07-27
Growth Fund,0.7815,2009-07-28
Growth Fund,0.7743,2009-07-29
Growth Fund,0.7817,2009-07-30
Growth Fund,0.7877,2009-07-31
Growth Fund,0.7877,2009-08-01
Growth Fund,0.7877,2009-08-02
Growth Fund,0.7897,2009-08-03
Growth Fund,0.7955,2009-08-04
Growth Fund,0.7939,2009-08-05
Growth Fund,0.7981,2009-08-06
Growth Fund,0.7954,2009-08-07
Growth Fund,0.7954,2009-08-08
Growth Fund,0.7954,2009-08-09
Growth Fund,0.7997,2009-08-10
Growth Fund,0.7984,2009-08-11
Growth Fund,0.7954,2009-08-12
Growth Fund,0.8033,2009-08-13
Growth Fund,0.8023,2009-08-14
Growth Fund,0.8023,2009-08-15
Growth Fund,0.8023,2009-08-16
Growth Fund,0.8001,2009-08-17
Growth Fund,0.7899,2009-08-18
Growth Fund,0.7947,2009-08-19
Growth Fund,0.7947,2009-08-20
Growth Fund,0.7951,2009-08-21
Growth Fund,0.7951,2009-08-22
Growth Fund,0.7951,2009-08-23
Growth Fund,0.8065,2009-08-24
Growth Fund,0.8063,2009-08-25
Growth Fund,0.8093,2009-08-26
Growth Fund,0.8127,2009-08-27
Growth Fund,0.8152,2009-08-28
Growth Fund,0.8152,2009-08-29
Growth Fund,0.8152,2009-08-30
Growth Fund,0.8101,2009-08-31
Growth Fund,0.8103,2009-09-01
Growth Fund,0.8039,2009-09-02
Growth Fund,0.802,2009-09-03
Growth Fund,0.8034,2009-09-04
Growth Fund,0.8034,2009-09-05
Growth Fund,0.8034,2009-09-06
Growth Fund,0.8075,2009-09-07
Growth Fund,0.8121,2009-09-08
Growth Fund,0.8128,2009-09-09
Growth Fund,0.8157,2009-09-10
Growth Fund,0.8206,2009-09-11
Growth Fund,0.8206,2009-09-12
Growth Fund,0.8206,2009-09-13
Growth Fund,0.8195,2009-09-14
Growth Fund,0.8216,2009-09-15
Growth Fund,0.8256,2009-09-16
Growth Fund,0.8334,2009-09-17
Growth Fund,0.8316,2009-09-18
Growth Fund,0.8316,2009-09-19
Growth Fund,0.8316,2009-09-20
Growth Fund,0.8327,2009-09-21
Growth Fund,0.8282,2009-09-22
Growth Fund,0.8301,2009-09-23
Growth Fund,0.8255,2009-09-24
